/out X,/out Y
-0.01,0.03556299344284803
-0.009600000000000001,0.03651143118750375
-0.009200000000000002,0.03748191252670653
-0.008800000000000002,0.03847523275584949
-0.008400000000000003,0.03949226796049454
-0.008000000000000004,0.04053399027394299
-0.007600000000000003,0.04160148863131637
-0.007200000000000003,0.04269599596573014
-0.006800000000000003,0.04381892544743102
-0.006400000000000003,0.04497191972268629
-0.006000000000000003,0.04615691934638278
-0.005600000000000003,0.04737626044668521
-0.005200000000000002,0.04863281854581346
-0.004800000000000002,0.04993022843274252
-0.004400000000000002,0.05127323589994583
-0.004000000000000002,0.05266829275829789
-0.003600000000000002,0.05412463663288122
-0.003200000000000001,0.05565643608515344
-0.002800000000000001,0.0572875942036253
-0.002400000000000001,0.05906439248164529
-0.002000000000000001,0.06109648235097579
-0.001600000000000001,0.06370768849690849
-0.001200000000000001,0.06764920698364958
-0.000800000000000001,0.07399364632673844
-0.000400000000000001,0.0877150043604657
0,0.1407584712022246
0.0004,0.322943763372932
0.0008,3.843675974889764
0.0012,4.429808206035482
0.0016,4.685901233747318
0.002,4.831422155406798
0.0024,4.911499403343995
0.0028,4.953507719363247
0.003200000000000001,4.97502945641787
0.003600000000000001,4.986138187963036
0.004000000000000001,4.991992950044442
0.004400000000000001,4.995204614866795
0.004800000000000001,4.997031072828582
0.005200000000000001,4.998105721540362
0.005600000000000002,4.998758002952869
0.006000000000000002,4.999165280348359
0.006400000000000002,4.999426223126254
0.006800000000000002,4.999597399740436
0.007200000000000002,4.999712146499194
0.007600000000000003,4.999790611278658
0.008000000000000002,4.999845258039415
0.008400000000000001,4.999883965314676
0.008800000000000001,4.999911813796124
0.0092,4.999932141414239
0.009599999999999999,4.999947179433957
0.01,4.999958443628054
